date,nice_date,day,time,text,is_retweet,id
2015-06-16 13:57:00,"June 16, 2015 01:57 PM",Tuesday,1357,I am officially running for President of the United States. #MakeAmericaGreatAgain ,FALSE,0
2015-06-16 15:23:00,"June 16, 2015 03:23 PM",Tuesday,1523,#MakeAmericaGreatAgain ,FALSE,1
2015-06-16 15:59:00,"June 16, 2015 03:59 PM",Tuesday,1559,Thanks Eric. ,FALSE,2
2015-06-16 17:15:00,"June 16, 2015 05:15 PM",Tuesday,1715,Today I officially declared my candidacy for President of the United States. Watch the video of my full speech- ,FALSE,3
2015-06-16 22:22:00,"June 16, 2015 10:22 PM",Tuesday,2222,Dear @  kimguilfoyle Thank you so much for your nice words today on @  TheFive. Will not be forgotten! In Iowa now. Packed house!,FALSE,4
2015-06-16 22:28:00,"June 16, 2015 10:28 PM",Tuesday,2228,@ericbolling watched you on my flight to Iowa. Will not be forgotten.,FALSE,5
2015-06-16 23:13:00,"June 16, 2015 11:13 PM",Tuesday,2313,Thanks @  greggutfeld. Really nice! Im glad I did your show. @  GregGutfeldShow,FALSE,6
2015-06-16 23:55:00,"June 16, 2015 11:55 PM",Tuesday,2355,@ericbolling in additionno doubt you would have been amazing on @  ApprenticeNBC! Keep up the great work.,FALSE,7
2015-06-17 01:37:00,"June 17, 2015 01:37 AM",Wednesday,0137,Enjoyed watching @  MonicaCrowley's analysis of my @  BillOreilly interview. Great points! Thank you Monica.,FALSE,8
2015-06-17 11:51:00,"June 17, 2015 11:51 AM",Wednesday,1151,@Gabigayle @  FoxNews @  realDonaldTrump He doesnt need anyone's money and can speak the truth because of it!  Go Donald!,FALSE,9
2015-06-17 12:53:00,"June 17, 2015 12:53 PM",Wednesday,1253,Thank you Sarah--Let's have pizza in New York soon with you and; your great family ,FALSE,10
2015-06-17 13:54:00,"June 17, 2015 01:54 PM",Wednesday,1354,Only a fool would buy the @  NYDailyNews. Loses fortune and; has zero gravitas. Let it die!,FALSE,11
2015-06-17 14:05:00,"June 17, 2015 02:05 PM",Wednesday,1405,We need someone with experience to rebuild America. #MakeAmericaGreatAgain ,FALSE,12
2015-06-17 15:43:00,"June 17, 2015 03:43 PM",Wednesday,1543,Heading to New Hampshire. #MakeAmericaGreatAgain ,FALSE,13
2015-06-17 20:56:00,"June 17, 2015 08:56 PM",Wednesday,2056,Speaking to great patriots @  MCC_CT. My first visit to Granite State since declaring my candidacy! #FITN ,FALSE,14
2015-06-18 13:52:00,"June 18, 2015 01:52 PM",Thursday,1352,Thank you. ,FALSE,15
2015-06-18 14:35:00,"June 18, 2015 02:35 PM",Thursday,1435,Trump Int'l Hotel and; Tower Chicago has received accolades for design service and; our signature restaurant "Sixteen" http://t.co/4oJj9nQnUH,FALSE,16
2015-06-18 14:58:00,"June 18, 2015 02:58 PM",Thursday,1458,The tragedy in South Carolina is incomprehensible. My deepest condolences to all.,FALSE,17
2015-06-18 15:35:00,"June 18, 2015 03:35 PM",Thursday,1535,Watch my appearance on @  Morning_Joe - great interview! http://t.co/ZVftDka774,FALSE,18
2015-06-18 16:52:00,"June 18, 2015 04:52 PM",Thursday,1652,Trump Nat'l Golf Club Philadelphia 360 beautiful acres as designed by Tom Fazio with views of the Philly skyline.  http://t.co/jha0m0W4Kk,FALSE,19
2015-06-18 18:58:00,"June 18, 2015 06:58 PM",Thursday,1858,@JustinBorges1 Trump 4 president...has a nice ring to it. About time someone who isn't afraid to say/do what's necessary took the reigns,FALSE,20
2015-06-18 23:09:00,"June 18, 2015 11:09 PM",Thursday,2309,@megliq: Ive been saying Donald trump for preZ" since 2nd grade.I AM YOUR BIGGEST FAN LOOK I MET U @  realDonaldTrump http://t.co/LrJujtXbFJ,FALSE,21
2015-06-19 09:55:00,"June 19, 2015 09:55 AM",Friday,0955,@AndyBran: @  JoeNBC  Mr. Trump nailed it! Wow: After Doubts Economists Find China Kills U.S. Factory Jobs - http://t.co/bzYPJ5bWSo,FALSE,22
2015-06-19 09:58:00,"June 19, 2015 09:58 AM",Friday,0958,@MrInsaf: @  realDonaldTrump @  AndyBran @  JoeNBC @  keichri I believe Donald Trump will always make the best deal for his people,FALSE,23
2015-06-19 09:59:00,"June 19, 2015 09:59 AM",Friday,0959,@CliffShep: @  realDonaldTrump You've got my vote!!,FALSE,24
2015-06-19 10:00:00,"June 19, 2015 10:00 AM",Friday,1000,@hufseyg: I've waited to vote for @  realDonaldTrump since I was little. I can't wait for 2016,FALSE,25
2015-06-19 10:01:00,"June 19, 2015 10:01 AM",Friday,1001,@elizwatkins: @  realDonaldTrump So how many more days until you are in office? #PresidentTrump #Letstalkbusiness,FALSE,26
2015-06-19 10:03:00,"June 19, 2015 10:03 AM",Friday,1003,@HolySelena: @  realDonaldTrump You are such a bright man. You have my vote!!,FALSE,27
2015-06-19 10:05:00,"June 19, 2015 10:05 AM",Friday,1005,@hollyammon:  @  AndyBran @  JoeNBC DONALD TRUMP has been telling anyone who would listen about the Chinese currency manipulation.  So true.,FALSE,28
2015-06-19 10:07:00,"June 19, 2015 10:07 AM",Friday,1007,@dcfoodsafety:  Mr. Trump you're the candidate that we have been waiting for you tell it real and you will get it done you have my vote!,FALSE,29
2015-06-19 10:08:00,"June 19, 2015 10:08 AM",Friday,1008,@ChaddRyann: Keep doing what you're doing! You're attracting attention and people are talking more then they were before! #Trump2016,FALSE,30
2015-06-19 10:10:00,"June 19, 2015 10:10 AM",Friday,1010,@SMW5683: @  realDonaldTrump Donald trump will do this country  good! He is a businessman and; will know how to grow our economy,FALSE,31
2015-06-19 10:53:00,"June 19, 2015 10:53 AM",Friday,1053,Just watched Brian Williams on @  TODAYshow - very sad! Brian should get on with a new life and not start all over at @  msnbc. Stop apologizing,FALSE,32
2015-06-19 10:56:00,"June 19, 2015 10:56 AM",Friday,1056,@williamonlyrent  Why is government run by politicians? It's a huge business and needs a businessman to run it successfully! #Trump2016,FALSE,33
2015-06-19 11:04:00,"June 19, 2015 11:04 AM",Friday,1104,@theHickMan33 Let's get the Trump trending #MakeAmericaGreatAgain #TheDonIsComing #TrumpCard #Vets4Trump,FALSE,34
2015-06-19 11:41:00,"June 19, 2015 11:41 AM",Friday,1141,@llambert0207 I've always said the Country needs to be run like a Major Corporation it takes a Brilliant Businessman #power #donaldtrump,FALSE,35
2015-06-19 12:27:00,"June 19, 2015 12:27 PM",Friday,1227,Goofy political pundit George Will spoke at Mar-a-Lago years ago. I didnt attend because hes boring and; often wronga total dope!,FALSE,36
2015-06-19 12:34:00,"June 19, 2015 12:34 PM",Friday,1234,George Will was a big Iraq fool.  $2 trillion thousands of lives lost -- and; we got nothing! Dummy.,FALSE,37
2015-06-19 12:35:00,"June 19, 2015 12:35 PM",Friday,1235,Has Charles @  krauthammer ever apologized for being so totally wrong on Iraq? I called it right in every wayMake America Great Again!,FALSE,38
2015-06-19 12:42:00,"June 19, 2015 12:42 PM",Friday,1242,Hillary Clinton reaches new low. #TrumpVlog ,FALSE,39
2015-06-19 14:30:00,"June 19, 2015 02:30 PM",Friday,1430,Stop saying I went bankrupt. I never went bankrupt but like many great business people have used the laws to corporate advantagesmart!,FALSE,40
2015-06-19 14:31:00,"June 19, 2015 02:31 PM",Friday,1431,People buy deals and; immediately put them into bankruptcy in order to make better deals. Its a very effective and; commonly used business tool.,FALSE,41
2015-06-19 14:32:00,"June 19, 2015 02:32 PM",Friday,1432,Almost every major dealmaker has used the bankruptcy laws as a business tool. Icahn Black Zellbut nobody says they went bankrupt!,FALSE,42
2015-06-19 14:33:00,"June 19, 2015 02:33 PM",Friday,1433,Out of hundreds of deals and; transactions I have used the bankruptcy laws a few times to make deals better. Nothing personal just business.,FALSE,43
2015-06-19 16:42:00,"June 19, 2015 04:42 PM",Friday,1642,Via @  WashTimes by @  CharlesHurt: "Donald Trump declares war on lying street-hustlers of Congress  http://t.co/IonH0WEDEs,FALSE,44
2015-06-19 18:31:00,"June 19, 2015 06:31 PM",Friday,1831,Our country is in a major crisis of incompetent leadership. We cannot continue to go on with these politicians who do nothing but talk.,FALSE,45
2015-06-19 18:44:00,"June 19, 2015 06:44 PM",Friday,1844,@stevenkirk @  realDonaldTrump @  PatrickBuchanan great article .. At least #thedonald is finally saying what us average working people know!,FALSE,46
2015-06-19 23:03:00,"June 19, 2015 11:03 PM",Friday,2303,Why did @  DanaPerino beg me for a tweet (endorsement) when her book was launched?,FALSE,47
2015-06-19 23:15:00,"June 19, 2015 11:15 PM",Friday,2315,I like Mexico and love the spirit of  Mexican people but we must protect our borders from people from all over pouring into the U.S.,FALSE,48
2015-06-19 23:54:00,"June 19, 2015 11:54 PM",Friday,2354,Mexico is killing the United States economically because their leaders and negotiators are FAR smarter than ours. But nobody beats Trump!,FALSE,49
2015-06-20 00:22:00,"June 20, 2015 12:22 AM",Saturday,0022,Druggies drug dealers rapists and killers are coming across the southern border. When will the U.S. get smart and stop this travesty?,FALSE,50
2015-06-20 21:11:00,"June 20, 2015 09:11 PM",Saturday,2111,@Tea_Alliance: @  realDonaldTrump @  bobbybnews The establishment fears Trump! They are afraid to make America great again.,FALSE,51
2015-06-20 21:37:00,"June 20, 2015 09:37 PM",Saturday,2137,@njoh1234: @  realDonaldTrump Trump speech is on C-span right now...f.y.i.,FALSE,52
2015-06-20 21:48:00,"June 20, 2015 09:48 PM",Saturday,2148,My speech is right now on C-SPAN 1,FALSE,53
2015-06-20 22:25:00,"June 20, 2015 10:25 PM",Saturday,2225,Thank you @  AnnCoulter for your nice words. The U.S. is becoming a dumping ground for the world. Pols don't get it. Make America Great Again!,FALSE,54
2015-06-20 22:28:00,"June 20, 2015 10:28 PM",Saturday,2228,@BreitbartVideo: @  AnnCoulter: Trump Has Best Shot in General Election http://t.co/Vf6c5kvrcn via @  IanHanchett http://t.co/GOQTWZhjAM,FALSE,55
2015-06-20 22:32:00,"June 20, 2015 10:32 PM",Saturday,2232,@SenzuLean: America should be so lucky to have @  realDonaldTrump even consider leading our nation Thank you.,FALSE,56
2015-06-20 22:57:00,"June 20, 2015 10:57 PM",Saturday,2257,Who would you rather have negotiating for the U.S. against Putin Iran China etc. Donald Trump or Hillary? Is there even a little doubt?,FALSE,57
2015-06-20 23:52:00,"June 20, 2015 11:52 PM",Saturday,2352,@Riggs101: Carl Icahn: Donald Trump Is Completely Correct That We Are In A Bubble Like You've Never Seen Before",FALSE,58
2015-06-21 08:36:00,"June 21, 2015 08:36 AM",Sunday,0836,@sugarhoney157: @  realDonaldTrump He really is a great business man and gets the job done right. So true!,FALSE,59
2015-06-21 08:40:00,"June 21, 2015 08:40 AM",Sunday,0840,@NishantAgg23: Donald Trump is the only hope for a crumbling American economy. Hope my American friends choose Trump,FALSE,60
2015-06-21 08:43:00,"June 21, 2015 08:43 AM",Sunday,0843,@I_Dont_Know_Her: @  realDonaldTrump you are the best candidate for president in a long time. Hope you win Thanks.,FALSE,61
2015-06-21 08:57:00,"June 21, 2015 08:57 AM",Sunday,0857,@nytimes: If youre a betting man its time to start believing Donald Trump http://t.co/YGeFcDz6Vo,FALSE,62
2015-06-21 13:41:00,"June 21, 2015 01:41 PM",Sunday,1341,Via @  nypost by @  JonathonTrugman: "Donald Trumps resume backs his run for president" http://t.co/mDKEOW9vrf,FALSE,63
2015-06-21 15:14:00,"June 21, 2015 03:14 PM",Sunday,1514,Happy Father's Day to all! I had a wonderful and loving father. ,FALSE,64
2015-06-21 16:38:00,"June 21, 2015 04:38 PM",Sunday,1638,Via @  BreitbartNews by @  ASwoyer: "Exclusive: Trump Slams Obamatrade Stands Up For American Jobs"http://t.co/kE5pjagvtq,FALSE,65
2015-06-21 20:28:00,"June 21, 2015 08:28 PM",Sunday,2028,.@  KarlRove who spent $430 million in the last cycle and didn't win one race said I'm not a candidate until I file papers. Next week Karl!,FALSE,66
2015-06-21 20:35:00,"June 21, 2015 08:35 PM",Sunday,2035,@BK00023: Donald Trump's resume backs his run for president http://t.co/KXJPyRPK67 @  realDonaldTrump #greta @  ThisWeekABC Thank you so true,FALSE,67
2015-06-21 20:39:00,"June 21, 2015 08:39 PM",Sunday,2039,@CandyThomas3583: @  realDonaldTrump I tend to vote for democratic candidates but I feel excited about you in the presidential race.,FALSE,68
2015-06-21 20:41:00,"June 21, 2015 08:41 PM",Sunday,2041,@utwey: @  realDonaldTrump @  KarlRove can't wait for debates! DT will crush them Could happen!,FALSE,69
2015-06-21 21:12:00,"June 21, 2015 09:12 PM",Sunday,2112,.@  MarthaRaddatz was so unprofessional and biased when discussing me on This Week. @  GStephanopoulos should not allow this conduct!,FALSE,70
2015-06-21 21:50:00,"June 21, 2015 09:50 PM",Sunday,2150,The great Mike Wallace covered me in a much more professional manner than his son Chris Wallace of @  FoxNews. Mike was a total pro!,FALSE,71
2015-06-21 22:37:00,"June 21, 2015 10:37 PM",Sunday,2237,@JakeKonczyk: @  realDonaldTrump @  KarlRove The best candidate! #GotMyVote #MakeAmericaGreatAgain,FALSE,72
2015-06-21 22:38:00,"June 21, 2015 10:38 PM",Sunday,2238,@fackinpeter: @  realDonaldTrump @  KarlRove theyre all jealous of your success #Trump2016 #MakeAmericaGreatAgain Thanks.,FALSE,73
2015-06-21 22:39:00,"June 21, 2015 10:39 PM",Sunday,2239,@Auburnfan2155: @  realDonaldTrump @  KarlRove Karl Rove destroyed the Republican Party. Time to rebuild it. True!,FALSE,74
2015-06-21 22:46:00,"June 21, 2015 10:46 PM",Sunday,2246,.@  KarlRove stated clearly that he wants to repeal the 2nd Amendment. I thought @  FoxNews was going to fire that jerk after his Romney fiasco?,FALSE,75
2015-06-21 22:49:00,"June 21, 2015 10:49 PM",Sunday,2249,@MrBrentAllen: @  realDonaldTrump @  KarlRove @  FoxNews I watched the @  KarlRove interview. He sounds like an unpatriotic dolt. Trump 2016!,FALSE,76
2015-06-21 22:50:00,"June 21, 2015 10:50 PM",Sunday,2250,@TeamBobbyEwing:  @  foxnews @  karlrove I am stunned that Rove would suggest repealing the #2A! That will not solve the problem IMO!,FALSE,77
2015-06-21 22:54:00,"June 21, 2015 10:54 PM",Sunday,2254,.@  KarlRove still thinks Romney won! He doesn't have a clue! @  FoxNews,FALSE,78
2015-06-21 22:55:00,"June 21, 2015 10:55 PM",Sunday,2255,@shawncrazyshawn: I have Loved you since Wrestlemania when I was kid. I grew up and; see what you're all about. I am behind you ALL the way!,FALSE,79
2015-06-21 23:00:00,"June 21, 2015 11:00 PM",Sunday,2300,@JPJAC: @  realDonaldTrump @  FoxNews Why is it that FOX loved you until you declared as a candidate???  Good question!,FALSE,80
2015-06-21 23:05:00,"June 21, 2015 11:05 PM",Sunday,2305,@bdckool: I do believe that Trump has the intestinal fortitude to set right all the wrongs of the current administration. #Trump2016,FALSE,81
2015-06-21 23:06:00,"June 21, 2015 11:06 PM",Sunday,2306,@joncford: @  realDonaldTrump @  TeamBobbyEwing @  FoxNews @  KarlRove I'm just about done with Fox news!,FALSE,82
2015-06-21 23:08:00,"June 21, 2015 11:08 PM",Sunday,2308,@IsaacNewYorker: Finally somebody with real intelligence and; leadership is runnig for president Mr @  realDonaldTrump. #MakeAmericaGreatAgain,FALSE,83
2015-06-21 23:09:00,"June 21, 2015 11:09 PM",Sunday,2309,@pbstwo: @  realDonaldTrump @  hyannis1952 @  FoxNews The Donald owes NOTHING to lobbyists. He could restore our Republic. True.,FALSE,84
2015-06-21 23:11:00,"June 21, 2015 11:11 PM",Sunday,2311,@kirkcameronfan: @  realDonaldTrump @  FoxNews Because they're AFRAID of you! #Trump2016 #American,FALSE,85
2015-06-21 23:12:00,"June 21, 2015 11:12 PM",Sunday,2312,@lauralynn1955: @  realDonaldTrump - @  oreillyfactor loves you. It was obvious to me when you were on the day you announced. Bill O is great.,FALSE,86
2015-06-21 23:13:00,"June 21, 2015 11:13 PM",Sunday,2313,@IsaacNewYorker: I said when Trump ran for president i was gonna be the happiest man on earthwhen he winsall Americans will be #Trump16,FALSE,87
2015-06-21 23:14:00,"June 21, 2015 11:14 PM",Sunday,2314,@sallyvp: @  realDonaldTrump Mr. Trump tell America they are fired! Bring some respect and balls back to the USA.,FALSE,88
2015-06-21 23:19:00,"June 21, 2015 11:19 PM",Sunday,2319,@Jessyandcandy: Trump  you got my vote. With your proven resume os success. People would be nuts not to vote for you. Trump2016,FALSE,89
2015-06-21 23:21:00,"June 21, 2015 11:21 PM",Sunday,2321,@cota2012: @  realDonaldTrump @  hyannis1952 @  FoxNews it's amazing how people fear a change for the better,FALSE,90
2015-06-22 08:31:00,"June 22, 2015 08:31 AM",Monday,0831,Sadly I will no longer be doing @  foxandfriends at 7:00 A.M. on Mondays. This is because I am running for president and law prohibits. LOVE!,FALSE,91
2015-06-22 08:39:00,"June 22, 2015 08:39 AM",Monday,0839,I want to thank Elizabeth Steve Brian and all of the great folks of @  foxandfriends for the long and successful run we had together. NICE!,FALSE,92
2015-06-22 11:15:00,"June 22, 2015 11:15 AM",Monday,1115,@williamonlyrent @  realDonaldTrump Only a fool will underestimate #Trump2016. Trump will surprise everybody and America needs him.,FALSE,93
2015-06-22 11:50:00,"June 22, 2015 11:50 AM",Monday,1150,.@  deneenborelli  Thank you for your nice words--greatly appreciated.,FALSE,94
2015-06-22 12:10:00,"June 22, 2015 12:10 PM",Monday,1210,Thank you. ,FALSE,95
2015-06-22 12:23:00,"June 22, 2015 12:23 PM",Monday,1223,@SovAdjEast  The USA is like Wollman Rink or Ferrypoint before DJT. You came you saw and built a masterpiece. Now it's the USA' s turn.,FALSE,96
2015-06-22 12:32:00,"June 22, 2015 12:32 PM",Monday,1232,@carsonbonner @  realDonaldTrump A businessman that understands the world's business/politics. #Trump2016,FALSE,97
2015-06-22 12:39:00,"June 22, 2015 12:39 PM",Monday,1239,Hillary Clinton Dominates the Pack in Fake Twitter Followers http://t.co/e16f6FM8uQ,FALSE,98
2015-06-22 12:55:00,"June 22, 2015 12:55 PM",Monday,1255,.@  JordanSpieth  Great job--you are a true champion! See you soon.,FALSE,99
2015-06-22 14:24:00,"June 22, 2015 02:24 PM",Monday,1424,@AbishurPrakash  My latest piece on @  realDonaldTrump winning the foreign policy race. #Trump2016 ,FALSE,100
2015-06-22 14:35:00,"June 22, 2015 02:35 PM",Monday,1435,It's time for government to stop picking winners and; losers. Lets make sure everyone can achieve the American dream! ,FALSE,101
2015-06-22 14:42:00,"June 22, 2015 02:42 PM",Monday,1442,Who do you want negotiating for us? #MakeAmericaGreatAgain ,FALSE,102
2015-06-22 15:16:00,"June 22, 2015 03:16 PM",Monday,1516,Flashback  Jeb Bush received a $4M tax payer bailout in 1990 http://t.co/R2bpNbRQRX  Guess who was POTUS then?,FALSE,103
2015-06-22 16:09:00,"June 22, 2015 04:09 PM",Monday,1609,The Senate must NOT pass TPA! Any Senator who votes for it is disqualified for being POTUS. Protect the American worker and manufacturer!,FALSE,104
2015-06-22 16:43:00,"June 22, 2015 04:43 PM",Monday,1643,Entrepreneurs: Negotiation is an art. Treat it like one.,FALSE,105
2015-06-22 16:46:00,"June 22, 2015 04:46 PM",Monday,1646,Entrepreneurs: Be tough be smart be personable but don't take things personally. That's good business.,FALSE,106
2015-06-22 17:03:00,"June 22, 2015 05:03 PM",Monday,1703,Entrepreneurs: Brainpower is the ultimate leverage. Don't underestimate yourself or your possibilities.,FALSE,107
2015-06-22 17:40:00,"June 22, 2015 05:40 PM",Monday,1740,.@  DanaPerino  Have you released a copy of the beautiful thank you card you sent me? Would you like to see it? @  ericbolling @  kimguilfoyle,FALSE,108
2015-06-22 17:59:00,"June 22, 2015 05:59 PM",Monday,1759,@nojoed: @  realDonaldTrump @  KarlRove Karl why don't you sit this election cycle out we had enough losers to last us a life time. True.,FALSE,109
2015-06-22 18:47:00,"June 22, 2015 06:47 PM",Monday,1847,True. ,FALSE,110
2015-06-22 18:54:00,"June 22, 2015 06:54 PM",Monday,1854,@MalachiNorris: Donald J. Trump is the very definition of the American success story. Through Trump we can bring back the American dream.,FALSE,111
2015-06-22 18:55:00,"June 22, 2015 06:55 PM",Monday,1855,@luckydoginwesty: @  realDonaldTrump @  FL_GIRL979 I'll be voting for Mr. Trump,FALSE,112
2015-06-22 18:58:00,"June 22, 2015 06:58 PM",Monday,1858,@troubic  I'm definitely voting for @  realDonaldTrump I would love to see what a real businessman can do for our economy!,FALSE,113
2015-06-22 19:38:00,"June 22, 2015 07:38 PM",Monday,1938,Today I filed my Statement of Candidacy with the FEC. Let's #MakeAmericaGreatAgain ,FALSE,114
2015-06-22 20:49:00,"June 22, 2015 08:49 PM",Monday,2049,Via @  bpolitics by @  emtitus: Defying Doubters Donald Trump Makes Presidential Bid Official http://t.co/Cjz7p3hFPX,FALSE,115
2015-06-22 21:18:00,"June 22, 2015 09:18 PM",Monday,2118,Donald trump files statement of candidacy http://t.co/uiMCfHmtMU via @  CBSNews,FALSE,116
2015-06-23 00:14:00,"June 23, 2015 12:14 AM",Tuesday,0014,@WGinetta: WE ARE GONNA NEED @  realDonaldTrump IN 2016 TO UN-NEGOTIATE EVERYTHING OBAMA SAID HE NEGOTIATED #MakeAmericaGreatAgain True.,FALSE,117
2015-06-23 00:15:00,"June 23, 2015 12:15 AM",Tuesday,0015,@_bri: This is the first election I'll be able to vote and my vote goes to Trump because I want to live in a great country! #Trump2016,FALSE,118
2015-06-23 11:35:00,"June 23, 2015 11:35 AM",Tuesday,1135,@williamonlyrent So sick of politicians sugar coating problems and issues. It will be so great to have #Trump2016 say it like it is!,FALSE,119
2015-06-23 12:32:00,"June 23, 2015 12:32 PM",Tuesday,1232,@WordgirlSmith @  realDonaldTrump Please keep telling all of America that jobs jobs jobs are important to us because YOU ARE RIGHT!!!,FALSE,120
2015-06-23 13:24:00,"June 23, 2015 01:24 PM",Tuesday,1324,@CWilliams_Rltr @  realDonaldTrump.  I am so happy you are running for President. You have my vote.,FALSE,121
2015-06-23 13:34:00,"June 23, 2015 01:34 PM",Tuesday,1334,Via @  WSJPolitics by @  reidepstein: Trump Surges in Popularity in N.H. http://t.co/Iw6O3qhquR,FALSE,122
2015-06-23 15:37:00,"June 23, 2015 03:37 PM",Tuesday,1537,@Stevenfclifford @  realDonaldTrump thank you for running. You have my vote and I'm spreading the word. We need you there to fix this mess.,FALSE,123
2015-06-23 16:25:00,"June 23, 2015 04:25 PM",Tuesday,1625,My @  gretawire interview on @  FoxNewsInsider Trump: 'Last Person I'd Want Negotiating for Me Is Obama' http://t.co/DCIhNlGmdT,FALSE,124
2015-06-23 18:50:00,"June 23, 2015 06:50 PM",Tuesday,1850,@kolbytraveller #Trump is more than just talk. I hope he wins the election and gets something done for once in this country. #Trump2016,FALSE,125
2015-06-23 20:24:00,"June 23, 2015 08:24 PM",Tuesday,2024,Via @  fitsnews:Donald Trump Surges In New Hampshire Poll: MOGUL REALITY STAR EMERGES AS GRANITE STATES ANTI-BUSH http://t.co/TqFBtG9PHc,FALSE,126
2015-06-24 00:49:00,"June 24, 2015 12:49 AM",Wednesday,0049,Speaking at the Red White and Blue Dinner in Maryland- ,FALSE,127
2015-06-24 10:12:00,"June 24, 2015 10:12 AM",Wednesday,1012,The highly respected Suffolk University poll just announced that I am alone in 2nd place in New Hampshire with Jeb Bust (Bush) in first.,FALSE,128
2015-06-24 12:16:00,"June 24, 2015 12:16 PM",Wednesday,1216,Politician @  SenatorCardin didn't like that I said Baltimore needs jobs and; spirit. It's politicians like Cardin that have destroyed Baltimore.,FALSE,129
2015-06-24 13:20:00,"June 24, 2015 01:20 PM",Wednesday,1320,@tryeye @  realDonaldTrump Very strong start Mr. President! Thanks.,FALSE,130
2015-06-24 13:25:00,"June 24, 2015 01:25 PM",Wednesday,1325,Thank you.  ,FALSE,131
2015-06-24 17:20:00,"June 24, 2015 05:20 PM",Wednesday,1720,My daughter Ivanka will be representing me today at the opening of our campaign office in Manchester NH  #MakeAmericaGreatAgain!,FALSE,132
2015-06-24 18:52:00,"June 24, 2015 06:52 PM",Wednesday,1852,.@  Neilyoung A few months ago Neil Young came to my office looking for $$ on an audio deal and; called me last week to go to his concert. Wow!,FALSE,133
2015-06-24 19:01:00,"June 24, 2015 07:01 PM",Wednesday,1901,For the nonbeliever here is a photo of @  Neilyoung in my office and his $$ requesttotal hypocrite. http://t.co/Xm4BJvetIa,FALSE,134
2015-06-24 19:04:00,"June 24, 2015 07:04 PM",Wednesday,1904,.@  Neilyoungs song Rockin In The Free World was just one of 10 songs used as background music. Didnt love it anyway.,FALSE,135
2015-06-24 21:39:00,"June 24, 2015 09:39 PM",Wednesday,2139,@barbgee68: @  realDonaldTrump Excellent! I still can't believe voters have Jeb in front of you. Haven't Americans learned anything?  NO!,FALSE,136
2015-06-24 21:40:00,"June 24, 2015 09:40 PM",Wednesday,2140,@MarkAGiarrusso: @  realDonaldTrump Go get 'em Donald.,FALSE,137
2015-06-24 21:41:00,"June 24, 2015 09:41 PM",Wednesday,2141,@adeeasthope: @  realDonaldTrump I'm voting for #trump for CEO of these United States time to haul ass #Trump2016 Great.,FALSE,138
2015-06-24 21:42:00,"June 24, 2015 09:42 PM",Wednesday,2142,@_laurenharding: @  realDonaldTrump not to mention that there's a whole lot of people who never got asked (me included)!!! #Trump2016  Cute.,FALSE,139
2015-06-24 22:36:00,"June 24, 2015 10:36 PM",Wednesday,2236,Uncomfortable looking NBC reporter Willie Geist calls me to ask for favors and then mockingly smiles when he is told of my high poll numbers,FALSE,140
2015-06-24 22:48:00,"June 24, 2015 10:48 PM",Wednesday,2248,Just out the new nationwide @  FoxNews poll has me alone in 2nd place closely behind Jeb Bush-but Bush will NEVER Make America Great Again!,FALSE,141
2015-06-24 23:00:00,"June 24, 2015 11:00 PM",Wednesday,2300,I am really beginning to respect Mark Halperin and John Heilemann as political reporters - they truly get why "Trump" poll numbers are high.,FALSE,142
2015-06-24 23:55:00,"June 24, 2015 11:55 PM",Wednesday,2355,The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to  sleep. Dead T.V.,FALSE,143
2015-06-25 00:07:00,"June 25, 2015 12:07 AM",Thursday,0007,.@  WhoopiGoldberg had better surround herself with better hosts than Nicole Wallace who doesn't have a clue. The show is close to death!,FALSE,144
2015-06-25 00:11:00,"June 25, 2015 12:11 AM",Thursday,0011,My daughter Ivanka did great tonight in New Hampshire. The sold out crowd loved her and she loved them. Thanks Ivanka!,FALSE,145
2015-06-25 00:16:00,"June 25, 2015 12:16 AM",Thursday,0016,My message MAKE AMERICA GREAT AGAIN is beginning to take hold. Bring back our jobs strengthen our military and borders help our VETS!,FALSE,146
2015-06-25 01:07:00,"June 25, 2015 01:07 AM",Thursday,0107,@MunichEleven: Baseball Hotdogs Apple Pie and a vote for @  realDonaldTrump in 502 days! On 11/08/2016 we make our country great again!,FALSE,147
2015-06-25 01:08:00,"June 25, 2015 01:08 AM",Thursday,0108,@DanielaMarino: @  FoxNews enough with #Bush #Clinton and the same faces every damn year. We need fresh new ppl that r not greedy. U r d one,FALSE,148
2015-06-25 01:09:00,"June 25, 2015 01:09 AM",Thursday,0109,@TaraHollyFigure: @  realDonaldTrump we are counting on you Mr. Trump. I believe you are the answer to #MakeAmericaGreatAgain,FALSE,149
2015-06-25 01:17:00,"June 25, 2015 01:17 AM",Thursday,0117,We have to bring back and cherish the middle class - once the backbone and true strength of the U.S.A. It can happen!,FALSE,150
2015-06-25 01:31:00,"June 25, 2015 01:31 AM",Thursday,0131,@_GOLD4MONEY: @  ThePatriot143  @  realDonaldTrump Trump is as Honest as they come. He wants a border and doesn't hide it. #Trumpforpresident,FALSE,151
2015-06-25 01:34:00,"June 25, 2015 01:34 AM",Thursday,0134,@Mitestarossa: Jeb Bush should support Donald Trump for President I agree!,FALSE,152
